Unnamed: 0,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name,car_names
981,990000.0,88500,Diesel,Manual,1st Owner,2017,1197,5,Hyundai,Verna 1.6 CRDi SX
982,360000.0,49000,Petrol,Manual,1st Owner,2018,1497,5,Maruti,Alto K10 VXI
983,740000.0,45000,Petrol,Manual,1st Owner,2018,1498,5,Hyundai,i20 Asta Option
984,181000.0,114862,Petrol,Manual,1st Owner,2008,1199,5,Honda,City GXi
985,950000.0,147947,Diesel,Manual,1st Owner,2015,1061,5,Honda,City i DTEC V
986,947000.0,4391,Petrol,Automatic,1st Owner,2022,1198,5,Honda,Amaze VX CVT
987,,115549,Lpg,Manual,1st Owner,2007,1598,5,Maruti,Wagon R LXI Minor Duo LPG
988,445000.0,38738,Petrol,Manual,1st Owner,2016,1462,5,Honda,Amaze SX i-VTEC
989,635000.0,85762,Diesel,Manual,1st Owner,2015,1497,5,Maruti,SX4 S Cross DDiS 320 Delta
990,782000.0,27987,Petrol,Manual,1st Owner,2022,1197,5,Toyota,Urban cruiser Mid
991,302000.0,141918,Petrol,Manual,1st Owner,2010,1120,5,Honda,City 1.5 V MT
992,723000.0,39558,Petrol,Manual,1st Owner,2021,1248,5,Maruti,Baleno Zeta
993,344000.0,68456,Diesel,Manual,2nd Owner,2013,998,5,Hyundai,Grand i10 CRDi Asta Option
994,340000.0,86000,Diesel,Manual,1st Owner,2011,796,5,Maruti,Swift VDI
995,440000.0,29782,Petrol,Manual,1st Owner,2021,1248,5,Maruti,S-Presso VXI Plus 2019-2022
996,115000.0,95046,Petrol,Manual,2nd Owner,2011,2179,8,Maruti,Alto LX
997,496000.0,133053,Diesel,Manual,1st Owner,2016,1198,5,Maruti,Ciaz ZDi Plus SHVS
998,462000.0,151537,Diesel,Automatic,2nd Owner,2013,796,8,Mahindra,Scorpio VLX 2WD AT BSIV
999,440000.0,91437,Petrol,Manual,1st Owner,2017,2143,5,Honda,Amaze S i-VTEC
1000,178000.0,11615,Petrol,Manual,1st Owner,2015,1197,5,Maruti,Omni E MPI STD BSIV
1001,1121000.0,85471,Diesel,Automatic,2nd Owner,2012,1396,5,Mercedes-Benz,E-Class E250 CDI Avantgarde
1002,340000.0,82591,Petrol,Manual,1st Owner,2013,1461,5,Hyundai,i20 Sportz 1.2
1003,725000.0,73000,Diesel,Manual,1st Owner,2017,1495,5,Hyundai,i20 1.4 Asta Option
1004,421000.0,68000,Diesel,Manual,1st Owner,2012,1497,5,Renault,Duster 110PS Diesel RxZ Plus
1005,128000.0,73592,Lpg,Manual,2nd Owner,2010,1248,5,Hyundai,Accent Executive LPG
1006,248000.0,114361,Petrol,Manual,5th Owner,2009,1198,5,Honda,City 1.5 S MT
1007,516000.0,84193,Diesel,Manual,2nd Owner,2014,1497,5,Maruti,Ciaz ZDi
1008,525000.0,57000,Petrol,Manual,2nd Owner,2017,1462,5,Volkswagen,Ameo 1.2 MPI Highline Plus
1009,593000.0,48727,Petrol,Manual,1st Owner,2014,1199,5,Honda,City i VTEC VX
1010,1043000.0,6510,Petrol,Manual,1st Owner,2022,1598,5,Maruti,Brezza Zxi
1011,665000.0,33088,Petrol,Manual,1st Owner,2021,1197,5,Honda,Amaze S Petrol
1012,245000.0,151434,Diesel,Manual,3rd Owner,2011,1598,5,Skoda,Rapid 1.6 TDI Elegance
1013,547000.0,21166,Petrol,Manual,1st Owner,2017,1086,5,Maruti,Swift Dzire VXI 1.2
1014,251000.0,106647,Diesel,Manual,2nd Owner,2012,1197,5,Volkswagen,Vento Diesel Trendline
1015,276000.0,37930,Petrol,Manual,4th Owner,2014,2494,8,Hyundai,i10 Sportz 1.1L
1016,301000.0,128281,Petrol,Manual,1st Owner,2014,1198,5,Hyundai,Grand i10 Magna
1017,469000.0,168062,Diesel,Manual,3rd Owner,2010,2489,7,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV
1018,493000.0,13333,Petrol,Automatic,1st Owner,2019,1968,5,Nissan,Micra XL Option CVT
1019,259000.0,151026,Diesel,Manual,2nd Owner,2014,1598,5,Mahindra,Xylo D4
1020,393000.0,134521,Diesel,Automatic,2nd Owner,2011,1995,5,Skoda,Superb Elegance 2.0 TDI CR AT
1021,290000.0,132996,Diesel,Manual,2nd Owner,2012,1498,5,Skoda,Rapid 1.6 TDI Elegance
1022,5650000.0,29000,Diesel,Automatic,1st Owner,2019,1598,5,BMW,X4 M Sport X xDrive20d
1023,1292000.0,19534,Petrol,Manual,1st Owner,2020,998,5,Honda,City ZX MT
1024,644000.0,88673,Petrol,Manual,1st Owner,2019,1198,5,Skoda,Rapid 1.6 MPI Ambition BSIV
1025,1093000.0,32272,Petrol,Automatic,1st Owner,2020,1086,5,Hyundai,i20 Asta Opt Turbo DCT
1026,433000.0,26850,Petrol,Manual,2nd Owner,2017,814,5,Volkswagen,Polo 1.2 MPI Trendline
1027,,120426,Petrol,Manual,4th Owner,2009,1598,5,Hyundai,i10 Era 1.1
1028,246000.0,21796,Petrol,Manual,1st Owner,2015,1496,5,Hyundai,EON Era Plus
1029,269000.0,118881,Diesel,Manual,1st Owner,2012,1197,5,Volkswagen,Vento Diesel Comfortline
1030,775000.0,32039,Petrol,Manual,2nd Owner,2018,2179,7,Toyota,Yaris G BSIV
1031,537000.0,124763,Petrol,Manual,1st Owner,2017,2179,7,Maruti,Baleno 1.2 Alpha
1032,695000.0,201197,Diesel,Manual,3rd Owner,2015,1197,5,Mahindra,Scorpio S8 7C Seater
1033,851000.0,81672,Diesel,Manual,2nd Owner,2015,998,5,Mahindra,XUV500 W10 2WD
1034,732000.0,20248,Petrol,Manual,1st Owner,2021,998,5,Maruti,Swift Dzire VXI
1035,221000.0,73639,Petrol,Manual,1st Owner,2012,1198,5,Maruti,Wagon R VXI BS IV
1036,155000.0,82028,Petrol,Manual,2nd Owner,2010,1248,5,Maruti,Wagon R VXI BS IV
1037,387000.0,32375,Petrol,Manual,4th Owner,2016,2179,5,Honda,Amaze S i-Vtech
1038,475000.0,182048,Diesel,Manual,1st Owner,2015,2393,8,Maruti,Ciaz ZDi Plus
1039,1328000.0,158108,Diesel,Automatic,1st Owner,2014,999,5,Land,Rover Freelander 2 SE
1040,1130000.0,74176,Diesel,Manual,1st Owner,2016,998,5,Toyota,Innova Crysta 2.4 G MT 8S BSIV
1041,904000.0,17805,Petrol,Manual,2nd Owner,2020,1061,5,Skoda,Rapid 1.0 TSI Ambition
1042,131000.0,105209,Petrol,Manual,1st Owner,2009,1248,5,Maruti,Zen Estilo LXI BS IV
1043,,72792,Lpg,Manual,1st Owner,2008,1956,5,Maruti,Wagon R LXI Minor Duo LPG
1044,370000.0,93411,Diesel,Manual,2nd Owner,2014,1396,5,Maruti,Swift LDI BSIV
1045,1452000.0,51954,Diesel,Manual,1st Owner,2019,1197,5,Tata,Harrier XZ Dark Edition BSIV
1046,386000.0,199085,Diesel,Manual,1st Owner,2013,1120,5,Hyundai,Verna 1.4 EX
1047,247000.0,213709,Petrol,Manual,1st Owner,2011,936,5,Maruti,Swift Dzire 1.2 Vxi BSIV
1048,265000.0,134698,Diesel,Manual,1st Owner,2013,1197,5,Hyundai,Grand i10 CRDi Magna
1049,107000.0,82983,Diesel,Manual,1st Owner,2012,624,4,Chevrolet,Beat Diesel PS
1050,296000.0,81678,Petrol,Manual,1st Owner,2013,2498,6,Hyundai,Grand i10 Magna
1051,,50789,Petrol,Manual,2nd Owner,2014,1497,5,Tata,Nano Twist XT
1052,782000.0,46994,Diesel,Manual,1st Owner,2018,2179,7,Mahindra,Thar CRDe
1053,729000.0,19528,Petrol,Manual,1st Owner,2016,1497,5,Honda,City i VTEC VX Option
1054,725000.0,68315,Diesel,Manual,2nd Owner,2017,1248,5,Tata,Hexa XE
1055,582000.0,69720,Petrol,Manual,1st Owner,2017,1061,5,Ford,Ecosport 1.5 Petrol Trend BSIV
1056,515000.0,110655,Diesel,Manual,1st Owner,2016,1396,5,Maruti,SX4 S Cross DDiS 200 Sigma
1057,107000.0,87100,Lpg,Manual,2nd Owner,2009,1399,5,Maruti,Wagon R LXI Minor Duo LPG
1058,319000.0,124012,Diesel,Manual,2nd Owner,2013,1299,5,Hyundai,i20 Sportz 1.4 CRDi
1059,134000.0,92251,Diesel,Manual,2nd Owner,2010,1498,7,Ford,Figo Diesel ZXI
1060,,61127,Petrol,Manual,2nd Owner,2008,1197,5,Ford,Ikon 1.3 Flair
1061,399000.0,141083,Diesel,Manual,1st Owner,2014,1248,5,Honda,Mobilio V i-DTEC
1062,325000.0,61802,Petrol,Manual,2nd Owner,2014,1197,5,Maruti,Swift LXI BSIV
1063,231000.0,147215,Diesel,Manual,3rd Owner,2015,998,5,Chevrolet,Sail Hatchback 1.3 TCDi
1064,443000.0,74295,Petrol,Manual,1st Owner,2017,1248,5,Maruti,Ignis 1.2 Delta BSIV
1065,349000.0,66290,Petrol,Manual,2nd Owner,2017,1197,5,Maruti,Wagon R VXI BS IV
1066,822000.0,92485,Diesel,Manual,1st Owner,2018,1086,5,Maruti,Vitara Brezza ZDi Plus Dual Tone
1067,536000.0,57563,Petrol,Manual,1st Owner,2018,1197,5,Maruti,Baleno 1.2 Delta
1068,225000.0,30675,Petrol,Manual,1st Owner,2011,1199,5,Hyundai,i10 Magna 1.1L
1069,337000.0,58835,Petrol,Manual,1st Owner,2013,1582,5,Maruti,Swift Dzire VXI
1070,258000.0,122571,Diesel,Manual,3rd Owner,2013,1399,5,Volkswagen,Polo Diesel Comfortline 1.2L
1071,407000.0,116064,Diesel,Manual,2nd Owner,2013,5461,5,Hyundai,Verna 1.6 SX
1072,158000.0,128396,Diesel,Manual,1st Owner,2012,3996,4,Ford,Classic 1.4 Duratorq Titanium
1073,15200000.0,47000,Petrol,Automatic,2nd Owner,2017,1199,5,Mercedes-Benz,G G63 AMG
1074,17500000.0,10000,Petrol,Automatic,1st Owner,2019,1950,5,Porsche,Panamera GTS
1075,255000.0,37275,Petrol,Manual,1st Owner,2014,1950,5,Chevrolet,Beat LT
1076,4400000.0,44000,Diesel,Automatic,1st Owner,2017,1086,5,Mercedes-Benz,E-Class Exclusive E 220 d BSIV
1077,4350000.0,39000,Diesel,Automatic,1st Owner,2017,1991,5,Mercedes-Benz,E-Class Exclusive E 220 d BSIV
1078,,97767,Petrol,Manual,5th Owner,2005,1198,5,Hyundai,Santro Xing XG
1079,5650000.0,32000,Petrol,Automatic,1st Owner,2020,1248,5,Mercedes-Benz,GLC 200
1080,500000.0,53931,Petrol,Manual,1st Owner,2018,1199,5,Honda,Amaze S i-VTEC
1081,347000.0,73818,Diesel,Manual,1st Owner,2014,2498,6,Fiat,Avventura MULTIJET Active
1082,690000.0,27200,Petrol,Automatic,1st Owner,2017,1462,5,Honda,Jazz 1.2 V AT i VTEC
1083,772000.0,46365,Diesel,Manual,1st Owner,2017,1461,5,Mahindra,Thar CRDe
1084,872000.0,82496,Petrol,Manual,1st Owner,2019,1248,5,Maruti,Ciaz Alpha BSIV
1085,651000.0,73656,Diesel,Automatic,1st Owner,2016,1493,7,Renault,Duster 110PS Diesel RxL AMT
1086,543000.0,92530,Diesel,Manual,1st Owner,2016,1368,5,Maruti,Ciaz ZDi SHVS
1087,658000.0,68364,Diesel,Manual,2nd Owner,2017,1197,5,Mahindra,TUV 300 mHAWK100 T8
1088,1261000.0,30224,Petrol,Manual,1st Owner,2018,1462,5,Jeep,Compass 1.4 Sport
1089,585000.0,88658,Petrol,Manual,1st Owner,2017,2498,6,Maruti,Baleno 1.2 Alpha
1090,1053000.0,26396,Petrol,Manual,1st Owner,2020,998,5,Maruti,Vitara Brezza ZXI
1091,746000.0,60020,Diesel,Manual,1st Owner,2017,1462,5,Mahindra,Thar CRDe
1092,268000.0,55107,Petrol,Manual,1st Owner,2014,796,5,Maruti,Alto K10 2010-2014 VXI
1093,1243000.0,3925,Petrol,Automatic,1st Owner,2022,1197,5,Maruti,Ciaz Alpha AT
1094,323000.0,21949,Petrol,Manual,1st Owner,2017,1995,5,Maruti,Alto 800 LXI
1095,500000.0,41899,Petrol,Manual,1st Owner,2016,2400,5,Maruti,Swift Dzire VXI
1096,4600000.0,43000,Diesel,Automatic,1st Owner,2019,1950,5,BMW,5 Series 520d Luxury Line
1097,6100000.0,20000,Diesel,Automatic,1st Owner,2021,1968,5,Volvo,XC60 D5 Inscription
1098,5650000.0,24000,Diesel,Automatic,1st Owner,2020,2987,5,Mercedes-Benz,GLC 220d 4MATIC
1099,1750000.0,39356,Diesel,Automatic,1st Owner,2015,2143,5,Audi,Q3 35 TDI Quattro Premium Plus
1100,7150000.0,18000,Diesel,Automatic,1st Owner,2017,998,5,Mercedes-Benz,S-Class S 350 CDI
1101,1375000.0,40000,Diesel,Automatic,1st Owner,2013,1248,5,Mercedes-Benz,C-Class 220 CDI AT
1102,315000.0,30555,Petrol,Manual,1st Owner,2016,1197,5,Maruti,Alto K10 VXI
1103,478000.0,119878,Diesel,Manual,1st Owner,2015,1248,5,Maruti,Ciaz VDi Plus SHVS
1104,243000.0,84557,Petrol,Manual,1st Owner,2011,1997,7,Hyundai,i20 1.2 Magna Opt
1105,536000.0,96528,Diesel,Manual,1st Owner,2017,999,5,Maruti,Ciaz VDi Option SHVS
1106,1124000.0,44081,Diesel,Manual,1st Owner,2017,1248,5,Mahindra,XUV500 W10 1.99 mHawk
1107,775000.0,6494,Petrol,Automatic,1st Owner,2021,998,5,Renault,Kiger RXT AMT
1108,340000.0,118631,Diesel,Manual,1st Owner,2014,1198,5,Maruti,Swift VDI BSIV
1109,351000.0,47133,Petrol,Manual,1st Owner,2018,1197,5,Maruti,Alto K10 VXI
1110,456000.0,94025,Petrol,Manual,1st Owner,2017,998,5,Honda,Amaze S i-VTEC
1111,502000.0,68841,Petrol,Manual,1st Owner,2016,1582,5,Hyundai,i20 Magna 1.2
1112,1046000.0,31952,Petrol,Automatic,1st Owner,2019,998,5,Hyundai,Venue SX Plus Turbo DCT BSIV
1113,1130000.0,66518,Diesel,Manual,2nd Owner,2019,1582,5,Hyundai,Creta 1.6 CRDi SX
1114,1053000.0,26684,Petrol,Automatic,2nd Owner,2019,1199,5,Hyundai,Venue SX Plus Turbo DCT BSIV
1115,790000.0,38280,Diesel,Manual,1st Owner,2015,1197,5,Hyundai,Creta 1.6 CRDi SX
1116,377000.0,96392,Petrol,Manual,1st Owner,2017,2179,7,Tata,Tiago 1.2 Revotron XZ
1117,286000.0,92613,Petrol,Manual,1st Owner,2011,1498,5,Maruti,Swift Dzire 1.2 ZXi BSIV
1118,1178000.0,40011,Diesel,Manual,1st Owner,2018,1396,5,Mahindra,Scorpio S7 120
1119,533000.0,98772,Diesel,Manual,2nd Owner,2015,1248,5,Honda,City i DTEC VX
1120,350000.0,38931,Diesel,Manual,1st Owner,2013,1396,5,Hyundai,i20 Asta 1.4 CRDi
1121,427000.0,82392,Diesel,Manual,1st Owner,2017,2179,7,Maruti,Swift LDI BSIV
1122,572000.0,96805,Diesel,Manual,1st Owner,2017,998,5,Hyundai,i20 1.4 Asta
1123,998000.0,68307,Diesel,Manual,1st Owner,2018,1197,5,Mahindra,Scorpio S5 BSIV
1124,375000.0,30404,Petrol,Manual,1st Owner,2016,1248,5,Maruti,Wagon R LXI BS IV
1125,630000.0,36438,Petrol,Manual,2nd Owner,2018,2179,7,Maruti,Baleno 1.2 Alpha
1126,376000.0,115206,Diesel,Manual,1st Owner,2015,1451,5,Maruti,Swift VDI BSIV
1127,623000.0,104537,Diesel,Manual,1st Owner,2015,2755,7,Mahindra,XUV500 W6 2WD
1128,1613000.0,29827,Petrol,Automatic,2nd Owner,2019,1968,5,MG,Hector Sharp DCT
1129,1575000.0,55000,Diesel,Automatic,1st Owner,2017,3198,7,Toyota,Innova Crysta 2.8 GX AT BSIV
1130,2450000.0,68000,Diesel,Automatic,1st Owner,2016,2755,7,Audi,A6 35 TDI
1131,2875000.0,80000,Diesel,Automatic,1st Owner,2018,814,5,Ford,Endeavour 3.2 Titanium AT 4X4
1132,1945000.0,55000,Diesel,Automatic,1st Owner,2019,1497,5,Toyota,Innova Crysta 2.8 GX AT BSIV
1133,230000.0,67885,Petrol,Manual,1st Owner,2013,998,5,Hyundai,EON Era Plus
1134,1650000.0,28000,Petrol,Automatic,1st Owner,2021,1197,5,Kia,Seltos HTX IVT G
1135,230000.0,48421,Petrol,Manual,1st Owner,2013,1582,5,Hyundai,EON 1.0 Era Plus
1136,425000.0,49000,Petrol,Manual,1st Owner,2014,1995,5,Maruti,Swift Dzire VXI
1137,450000.0,75000,Diesel,Manual,1st Owner,2013,1198,5,Hyundai,Verna 1.6 SX
1138,4050000.0,55000,Diesel,Automatic,2nd Owner,2018,1493,5,BMW,5 Series 520d Sport Line
1139,471000.0,6357,Petrol,Manual,1st Owner,2017,1199,5,Honda,Amaze S Option i-VTEC
1140,1024000.0,24237,Diesel,Manual,1st Owner,2022,2755,7,Hyundai,Venue SX Opt Executive Diesel
1141,589000.0,10282,Petrol,Manual,1st Owner,2020,1396,5,Honda,Amaze E Petrol
1142,1710000.0,111337,Diesel,Automatic,1st Owner,2018,1582,5,Toyota,Innova Crysta 2.8 ZX AT BSIV
1143,982000.0,64104,Diesel,Manual,1st Owner,2019,1968,5,Hyundai,Venue SX Opt Diesel BSIV
1144,560000.0,42234,Diesel,Manual,2nd Owner,2016,1197,5,Hyundai,Verna 1.6 CRDi SX
1145,1475000.0,80000,Diesel,Automatic,3rd Owner,2015,1197,5,Audi,Q5 30 TDI quattro Premium
1146,502000.0,2294,Petrol,Manual,1st Owner,2022,1396,5,Maruti,Ignis Sigma
1147,631000.0,38736,Petrol,Manual,1st Owner,2020,998,5,Maruti,Baleno Delta
1148,381000.0,130432,Diesel,Manual,1st Owner,2014,2694,7,Hyundai,i20 Asta 1.4 CRDi
1149,1150000.0,10000,Petrol,Manual,1st Owner,2021,2967,5,Hyundai,Venue SX Opt iMT
1150,3100000.0,44000,Petrol,Automatic,2nd Owner,2019,1086,5,Toyota,Fortuner 2.7 2WD AT
1151,995000.0,68000,Diesel,Automatic,3rd Owner,2011,2967,5,Audi,Q5 3.0 TDI Quattro
1152,225000.0,38000,Petrol,Manual,1st Owner,2011,1197,5,Hyundai,i10 Magna 1.1L
1153,2100000.0,35000,Diesel,Automatic,1st Owner,2015,2179,7,Audi,Q5 3.0 TDI Quattro Technology
1154,650000.0,65000,Petrol,Manual,1st Owner,2019,1582,5,Maruti,Swift Dzire VXI 1.2 BS IV
1155,1585000.0,12001,Diesel,Manual,1st Owner,2022,2967,7,Mahindra,Scorpio S5
1156,1425000.0,36000,Diesel,Automatic,2nd Owner,2020,1969,5,Hyundai,Creta 1.6 SX Automatic Diesel
1157,1875000.0,43000,Diesel,Automatic,2nd Owner,2014,1968,5,Audi,Q7 45 TDI Quattro Premium Plus
1158,6000000.0,7500,Diesel,Automatic,1st Owner,2020,1798,5,Volvo,XC60 Inscription D5
1159,1300000.0,56500,Diesel,Automatic,1st Owner,2014,1582,5,Audi,Q3 2.0 TDI Quattro Premium Plus
1160,3675000.0,30000,Petrol,Automatic,1st Owner,2018,1950,5,Audi,A6 35 TFSI Matrix
1161,1000000.0,63500,Diesel,Automatic,1st Owner,2017,1995,5,Hyundai,Verna CRDi 1.6 AT SX Plus
1162,4100000.0,26500,Diesel,Automatic,1st Owner,2019,2179,7,Mercedes-Benz,C-Class Progressive C 220d
1163,2850000.0,38500,Diesel,Automatic,1st Owner,2018,1498,5,BMW,X1 xDrive 20d xLine
1164,890000.0,65000,Diesel,Manual,1st Owner,2015,1493,5,Mahindra,XUV500 R W10 FWD
1165,925000.0,44500,Diesel,Automatic,1st Owner,2019,2993,5,Honda,Amaze VX CVT Diesel
1166,975000.0,15500,Diesel,Manual,1st Owner,2022,1991,5,Hyundai,i20 Sportz Diesel
1167,10000000.0,20500,Diesel,Automatic,1st Owner,2022,1995,5,BMW,X5 xDrive 30d xLine
1168,4400000.0,65000,Petrol,Automatic,1st Owner,2018,2143,5,Mercedes-Benz,E-Class Expression E 200 BSIV
1169,1850000.0,64593,Diesel,Automatic,3rd Owner,2014,2755,7,BMW,3 Series 320d GT Luxury Line
1170,2200000.0,63203,Diesel,Automatic,2nd Owner,2015,1995,4,Mercedes-Benz,E-Class E250 CDI Avantgarde
1171,2900000.0,60500,Diesel,Automatic,1st Owner,2017,1248,7,Toyota,Fortuner 2.8 2WD AT
1172,6050000.0,50000,Diesel,Automatic,1st Owner,2020,796,5,BMW,6 Series GT 620d Luxury Line 2019-2021
1173,600000.0,43000,Diesel,Manual,2nd Owner,2014,2987,7,Maruti,Ertiga ZDI
1174,307000.0,31458,Petrol,Manual,1st Owner,2021,1582,5,Maruti,Alto 800 LXI
1175,5200000.0,70000,Diesel,Automatic,2nd Owner,2016,998,5,Mercedes-Benz,GLS 350d 4MATIC
1176,525000.0,70372,Diesel,Manual,1st Owner,2013,624,4,Hyundai,Elantra CRDi S
1177,190000.0,129325,Cng,Manual,1st Owner,2012,1991,5,Maruti,Wagon R LXI CNG
1178,,59290,Petrol,Manual,4th Owner,2015,2993,5,Tata,Nano Twist XT
1179,6100000.0,15000,Petrol,Automatic,1st Owner,2021,1968,5,Mercedes-Benz,GLC 200
1180,3790000.0,75000,Diesel,Automatic,2nd Owner,2015,2143,5,BMW,X6 xDrive 40d M Sport
1181,1600000.0,94002,Diesel,Automatic,2nd Owner,2014,2494,5,Audi,Q5 2.0 TDI Premium Plus
1182,1190000.0,90004,Diesel,Automatic,3rd Owner,2014,2993,5,Mercedes-Benz,C-Class C 220 CDI Avantgarde
1183,2350000.0,47000,Petrol,Automatic,1st Owner,2017,1498,5,Toyota,Camry 2.5 Hybrid
1184,2900000.0,83005,Diesel,Automatic,2nd Owner,2014,1595,5,BMW,X5 xDrive 30d M Sport
1185,475000.0,62500,Diesel,Manual,1st Owner,2015,2143,5,Ford,Ecosport 1.5 Diesel Titanium
1186,1290000.0,67000,Petrol,Automatic,2nd Owner,2013,1197,5,Mercedes-Benz,B Class B180 Sports
1187,3650000.0,64000,Diesel,Automatic,1st Owner,2016,2967,4,Mercedes-Benz,GLE 250d
1188,441000.0,39889,Petrol,Manual,2nd Owner,2017,1997,5,Maruti,Swift ZXI BSIV
1189,4200000.0,81250,Diesel,Automatic,1st Owner,2015,1498,5,Audi,A8 L 50 TDI Quattro Premium Plus
1190,7400000.0,9900,Diesel,Automatic,1st Owner,2021,1498,5,Jaguar,F-Pace 2.0 R-Dynamic S Diesel
1191,525000.0,43000,Diesel,Manual,1st Owner,2016,1998,5,Ford,Ecosport 1.5 Diesel Titanium Plus
1192,1725000.0,2400,Petrol,Automatic,1st Owner,2022,2993,4,MG,Astor Sharp CVT
1193,7450000.0,7600,Petrol,Automatic,1st Owner,2022,1798,5,BMW,X4 xDrive30i M Sport Silver Shadow Edition
1194,2290000.0,79004,Diesel,Automatic,2nd Owner,2012,2143,5,Jaguar,XJ 3.0L LWB Ultimate
1195,875000.0,99300,Petrol,Automatic,2nd Owner,2015,2987,5,Toyota,Corolla Altis VL AT
1196,2190000.0,80000,Diesel,Automatic,2nd Owner,2014,4367,5,Mercedes-Benz,M-Class ML 250 CDI
1197,5100000.0,40000,Diesel,Automatic,1st Owner,2015,1968,5,Mercedes-Benz,S-Class S 350 CDI
1198,3525000.0,87002,Diesel,Automatic,2nd Owner,2013,1968,5,Land,Rover Range Rover Vogue SE 4.4 SDV8
1199,1425000.0,94002,Diesel,Automatic,2nd Owner,2013,2487,5,Audi,Q5 2.0 TDI Premium Plus
1200,1425000.0,82005,Diesel,Automatic,2nd Owner,2013,4367,5,Audi,A6 2.0 TDI Premium Plus
1201,4090000.0,20000,Petrol,Automatic,1st Owner,2019,1998,5,Toyota,Camry Hybrid 2.5
1202,3975000.0,95004,Diesel,Automatic,1st Owner,2013,1498,5,Land,Rover Range Rover Vogue SE 4.4 SDV8
1203,2810000.0,68753,Petrol,Automatic,2nd Owner,2019,1956,5,BMW,X1 sDrive20i xLine
1204,475000.0,62500,Diesel,Manual,1st Owner,2015,1582,5,Ford,Ecosport 1.5 DV5 MT Titanium
1205,1575000.0,62000,Diesel,Manual,1st Owner,2019,1498,5,Jeep,Compass 2.0 Sport Plus BSIV
1206,895000.0,85000,Diesel,Automatic,1st Owner,2017,1248,5,Hyundai,Creta 1.6 CRDi AT S Plus
1207,699000.0,58000,Diesel,Manual,1st Owner,2017,2143,5,Honda,WR-V i-DTEC VX
1208,620000.0,55500,Diesel,Manual,1st Owner,2018,1248,5,Maruti,Baleno 1.3 Zeta
1209,4400000.0,49000,Diesel,Automatic,1st Owner,2017,1956,5,Mercedes-Benz,GLE 250d
1210,625000.0,54000,Diesel,Manual,1st Owner,2018,1956,5,Maruti,Baleno 1.3 Zeta
1211,1250000.0,32500,Diesel,Manual,1st Owner,2019,1950,5,Tata,Harrier XM
1212,1260000.0,33500,Diesel,Manual,1st Owner,2019,0,5,Tata,Harrier XM
1213,5800000.0,17000,Diesel,Automatic,1st Owner,2020,1950,5,Mercedes-Benz,E-Class Expression E 220 d BSIV
1214,2110000.0,38000,Electric,Automatic,1st Owner,2020,1950,5,MG,ZS EV Exclusive
1215,3650000.0,16500,Petrol,Automatic,1st Owner,2018,1998,5,Mercedes-Benz,C-Class Progressive C 200
1216,7625000.0,2000,Diesel,Automatic,1st Owner,2022,1950,5,Mercedes-Benz,E-Class Exclusive E 220d
1217,1890000.0,29000,Diesel,Automatic,2nd Owner,2014,1197,5,Mini,Cooper D
1218,3900000.0,24000,Diesel,Automatic,2nd Owner,2020,1995,5,Mercedes-Benz,C-Class Progressive C 220d
1219,483000.0,37229,Petrol,Manual,1st Owner,2020,2179,7,Maruti,Swift LXI
1220,6000000.0,19000,Diesel,Automatic,1st Owner,2021,1968,5,BMW,X3 xDrive 20d Luxury Line
1221,431000.0,90928,Diesel,Manual,1st Owner,2013,1373,7,Mahindra,XUV500 W6 2WD
1222,2580000.0,39000,Diesel,Automatic,1st Owner,2020,1950,5,Audi,A3 35 TDI Premium Plus
1223,725000.0,44000,Cng,Manual,1st Owner,2016,1399,5,Maruti,Ertiga VXI CNG
1224,4990000.0,12000,Petrol,Automatic,1st Owner,2021,1497,5,Mercedes-Benz,C-Class Progressive C 200
1225,193000.0,86483,Diesel,Manual,3rd Owner,2014,1598,5,Ford,Figo Diesel Titanium
1226,900000.0,20000,Petrol,Manual,1st Owner,2019,1950,5,Honda,City Edge Edition SV
1227,575000.0,49000,Petrol,Manual,2nd Owner,2017,2755,7,Renault,Duster Petrol RxL
1228,4790000.0,12000,Petrol,Automatic,1st Owner,2021,1197,5,Mercedes-Benz,C-Class Progressive C 200
1229,1875000.0,26000,Diesel,Automatic,1st Owner,2018,1248,5,Toyota,Innova Crysta 2.8 GX AT BSIV
1230,606000.0,40252,Petrol,Manual,1st Owner,2020,1997,5,Toyota,Glanza G
1231,323000.0,97947,Diesel,Manual,2nd Owner,2014,1582,5,Maruti,Swift VDI BSIV
1232,8500000.0,38000,Petrol,Automatic,1st Owner,2020,1197,5,Land,Rover Range Rover Velar R-Dynamic S Petrol MY21
1233,716000.0,150715,Diesel,Automatic,1st Owner,2015,1968,5,Hyundai,Creta 1.6 CRDi AT SX Plus
1234,158000.0,102820,Petrol,Manual,1st Owner,2010,1996,7,Hyundai,i10 Sportz
1235,253000.0,109403,Diesel,Automatic,3rd Owner,2012,1462,7,Skoda,New Laura Ambiente 2.0 TDI CR AT
1236,3965000.0,11000,Diesel,Automatic,2nd Owner,2021,1197,5,MG,Gloster Savvy 7-Str
1237,858000.0,37377,Petrol,Automatic,1st Owner,2019,1461,5,Maruti,Ertiga VXI AT
1238,367000.0,84728,Petrol,Manual,2nd Owner,2015,1969,5,Maruti,Swift Dzire VXI
