Unnamed: 0,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name,car_names
0,1003000.0,86226,Diesel,Manual,1st Owner,2017,1956,5,Jeep,Compass 2.0 Longitude Option BSIV
1,1283000.0,13248,Petrol,Automatic,1st Owner,2021,1330,5,Renault,Duster RXZ Turbo CVT
2,1640000.0,60343,Petrol,Automatic,1st Owner,2016,2494,5,Toyota,Camry 2.5 G
3,777000.0,26696,Petrol,Automatic,1st Owner,2018,1199,5,Honda,Jazz VX CVT
4,515000.0,69414,Petrol,Manual,1st Owner,2016,1199,5,Volkswagen,Polo 1.2 MPI Highline
5,766000.0,49719,Petrol,Automatic,1st Owner,2017,1197,5,Volkswagen,Vento 1.2 TSI Highline AT
6,758000.0,43688,Petrol,Automatic,1st Owner,2017,1197,5,Volkswagen,Vento 1.2 TSI Highline Plus AT
7,1160000.0,14470,Diesel,Manual,1st Owner,2021,1498,5,Honda,WR-V VX Diesel
8,699000.0,21429,Petrol,Automatic,1st Owner,2015,1497,5,Honda,City i VTEC CVT SV
9,753000.0,31750,Petrol,Automatic,1st Owner,2017,1498,5,Renault,Duster Petrol RXS CVT
10,643000.0,38203,Petrol,Manual,1st Owner,2017,1197,5,Maruti,Baleno 1.2 Alpha
11,543000.0,110284,Petrol,Automatic,1st Owner,2014,1497,5,Honda,City i VTEC CVT SV
12,862000.0,10381,Petrol,Manual,1st Owner,2020,1197,5,Mahindra,XUV300 W6
13,1678000.0,32378,Petrol,Automatic,1st Owner,2019,1368,5,Jeep,Compass 1.4 Limited Plus BSIV
14,1003000.0,38906,Petrol,Manual,1st Owner,2020,1498,5,Honda,City V MT
15,563000.0,59313,Petrol,Automatic,2nd Owner,2016,1197,5,Hyundai,Grand i10 AT Asta
16,667000.0,85672,Diesel,Manual,1st Owner,2017,1396,5,Hyundai,i20 1.4 Asta
17,673000.0,34971,Petrol,Manual,2nd Owner,2017,1373,5,Maruti,Ciaz 1.4 Delta
18,321000.0,35894,Petrol,Manual,2nd Owner,2015,1198,5,Nissan,Micra XL Optional
19,850000.0,56000,Petrol,Automatic,1st Owner,2019,1462,5,Maruti,Ciaz Alpha Automatic BSIV
20,434000.0,56568,Petrol,Manual,1st Owner,2014,1197,5,Maruti,Swift Dzire VXI
21,311000.0,48872,Petrol,Manual,1st Owner,2017,799,5,Renault,KWID RXT
22,370000.0,17346,Petrol,Manual,1st Owner,2019,799,5,Renault,KWID RXL BSIV
23,1588000.0,15414,Diesel,Manual,1st Owner,2019,1956,5,Jeep,Compass 2.0 Limited Plus BSIV
24,541000.0,21239,Petrol,Manual,1st Owner,2018,1197,5,Hyundai,Grand i10 1.2 Kappa Magna BSIV
25,223000.0,62361,Petrol,Manual,1st Owner,2014,998,5,Maruti,Alto K10 LXI
26,588000.0,79329,Petrol,Manual,2nd Owner,2015,1591,5,Hyundai,Verna 1.6 VTVT S Option
27,2278000.0,11945,Petrol,Automatic,1st Owner,2021,1999,5,Hyundai,Tucson GLS AT
28,612000.0,51324,Petrol,Manual,1st Owner,2018,1197,5,Maruti,Swift Dzire VXI 1.2
29,744000.0,5717,Petrol,Manual,1st Owner,2021,999,5,Nissan,Magnite XV Premium
30,839000.0,46417,Petrol,Automatic,1st Owner,2016,1497,5,Honda,City i VTEC CVT VX
31,420000.0,100161,Petrol,Manual,1st Owner,2015,1198,5,Honda,Amaze S i-Vtech
32,491000.0,35424,Petrol,Manual,1st Owner,2016,1197,5,Hyundai,Grand i10 Sportz
33,293000.0,51085,Petrol,Manual,1st Owner,2017,814,5,Hyundai,EON Era Plus
34,298000.0,30983,Petrol,Manual,1st Owner,2016,796,5,Maruti,Alto 800 LXI
35,260000.0,32681,Petrol,Manual,1st Owner,2016,799,5,Renault,KWID RXL
36,238000.0,57581,Petrol,Manual,2nd Owner,2014,814,5,Hyundai,EON Magna Plus
37,605000.0,39821,Petrol,Automatic,1st Owner,2016,1199,5,Honda,Jazz 1.2 V AT i VTEC
38,323000.0,21186,Petrol,Manual,1st Owner,2018,796,5,Maruti,Alto 800 LXI
39,326000.0,34972,Petrol,Manual,1st Owner,2018,799,5,Renault,KWID RXL
40,421000.0,46623,Petrol,Manual,2nd Owner,2015,1198,5,Honda,Amaze S i-Vtech
41,1553000.0,18557,Petrol,Manual,1st Owner,2019,1353,5,Kia,Seltos GTX Plus
42,1243000.0,58463,Diesel,Manual,1st Owner,2017,1956,5,Jeep,Compass 2.0 Limited
43,1850000.0,5000,Petrol,Automatic,1st Owner,2020,1451,6,MG,Hector Plus Sharp DCT
44,1590000.0,66000,Diesel,Manual,1st Owner,2019,1956,5,Tata,Harrier XZ BSIV
45,890000.0,14000,Petrol,Automatic,1st Owner,2019,1498,5,Renault,Duster Petrol RXS CVT
46,4300000.0,61000,Diesel,Automatic,1st Owner,2019,1995,5,BMW,5 Series 520d Luxury Line
47,600000.0,65392,Diesel,Manual,1st Owner,2017,1396,5,Hyundai,i20 1.4 Magna Executive
48,2700000.0,37000,Petrol,Automatic,1st Owner,2018,1991,5,Mercedes-Benz,CLA 200 CGI Sport
49,1090000.0,9000,Petrol,Manual,1st Owner,2020,1462,6,Maruti,XL6 Zeta
50,590000.0,32000,Petrol,Automatic,1st Owner,2017,1197,5,Hyundai,Grand i10 1.2 Kappa Sportz Option AT
51,650000.0,68000,Diesel,Manual,1st Owner,2012,2179,7,Mahindra,XUV500 W8 2WD
52,675000.0,13000,Petrol,Manual,1st Owner,2017,1197,5,Hyundai,i20 Magna 1.2
53,370000.0,30000,Petrol,Automatic,1st Owner,2020,999,5,Datsun,RediGO AMT 1.0 T Option
54,525000.0,34300,Petrol,Automatic,1st Owner,2015,1198,5,Honda,Brio VX AT
55,725000.0,45000,Petrol,Automatic,1st Owner,2015,1497,5,Honda,City i VTEC CVT SV
56,850000.0,37000,Petrol,Manual,1st Owner,2014,1798,5,Toyota,Corolla Altis GL MT
57,1400000.0,50000,Petrol,Manual,1st Owner,2018,1368,5,Jeep,Compass 1.4 Sport
58,1500000.0,105241,Diesel,Automatic,1st Owner,2015,1985,5,Volvo,XC60 D4 Summum
59,1390000.0,54000,Petrol,Manual,1st Owner,2019,1798,5,Toyota,Corolla Altis 1.8 G
60,890000.0,19600,Petrol,Manual,1st Owner,2019,1591,5,Hyundai,Verna VTVT 1.6 SX
61,1690000.0,48000,Diesel,Automatic,1st Owner,2015,1968,5,Audi,A4 2.0 TDI Technology Edition
62,1390000.0,69500,Diesel,Automatic,1st Owner,2012,1968,5,Audi,Q3 2.0 TDI
63,1500000.0,71000,Diesel,Automatic,2nd Owner,2012,2993,5,BMW,5 Series 530d
64,4500000.0,48894,Diesel,Automatic,1st Owner,2014,4134,5,Porsche,Cayenne S Diesel
65,153000.0,46257,Petrol,Manual,3rd Owner,2008,998,5,Maruti,A-Star Zxi
66,509000.0,78264,Diesel,Manual,2nd Owner,2015,1498,5,Ford,Ecosport 1.5 DV5 MT Titanium
67,546000.0,42451,Petrol,Automatic,1st Owner,2016,1199,5,Honda,Jazz 1.2 S AT i VTEC
68,273000.0,131861,Diesel,Manual,2nd Owner,2012,1598,5,Volkswagen,Vento Diesel Highline
69,180000.0,128004,Petrol,Manual,2nd Owner,2012,998,5,Maruti,Wagon R VXI BS IV
70,110000.0,150349,Diesel,Manual,1st Owner,2012,936,5,Chevrolet,Beat Diesel PS
71,369000.0,29033,Petrol,Manual,1st Owner,2017,998,5,Maruti,Wagon R VXI BS IV
72,1350000.0,99000,Diesel,Automatic,1st Owner,2015,1995,5,BMW,3 Series 320d Luxury Line
73,275000.0,47000,Petrol,Manual,1st Owner,2018,799,5,Renault,KWID RXL
74,550000.0,35000,Diesel,Manual,1st Owner,2018,1248,5,Maruti,Baleno 1.3 Sigma
75,975000.0,58000,Diesel,Automatic,1st Owner,2013,2143,5,Mercedes-Benz,C-Class C 220 CDI BE COR
76,400000.0,48000,Petrol,Manual,1st Owner,2012,1497,5,Honda,City S
77,475000.0,45000,Petrol,Automatic,1st Owner,2014,1198,5,Honda,Amaze VX AT i-Vtech
78,190000.0,60000,Petrol,Manual,2nd Owner,2012,814,5,Hyundai,EON D Lite
79,465000.0,23000,Petrol,Manual,1st Owner,2014,1197,5,Hyundai,i20 Magna Optional 1.2
80,460000.0,45000,Petrol,Manual,1st Owner,2019,1197,5,Hyundai,Grand i10 1.2 Kappa Era
81,325000.0,45000,Petrol,Manual,1st Owner,2014,1086,5,Hyundai,i10 Magna 1.1L
82,525000.0,58000,Diesel,Manual,1st Owner,2013,1248,7,Maruti,Ertiga VDI
83,625000.0,48000,Petrol,Manual,1st Owner,2018,1197,5,Hyundai,i20 1.2 Spotz
84,4000000.0,18000,Petrol,Automatic,1st Owner,2021,1998,5,BMW,2 Series 220i M Sport
85,1675000.0,16000,Petrol,Automatic,1st Owner,2022,999,5,Skoda,Kushaq 1.0 TSI Style 6 Airbags AT
86,1000000.0,24000,Petrol,Manual,1st Owner,2019,1497,5,Honda,City i-VTEC VX
87,1790000.0,36000,Diesel,Manual,1st Owner,2021,1956,7,MG,Hector Plus Select Diesel MT 7 STR
88,1390000.0,35000,Petrol,Automatic,2nd Owner,2019,1368,5,Jeep,Compass 1.4 Limited Plus
89,610000.0,64000,Petrol,Manual,1st Owner,2019,1199,5,Honda,Amaze E Petrol BSIV
90,775000.0,72000,Diesel,Manual,1st Owner,2017,1248,5,Maruti,Vitara Brezza VDi
91,460000.0,29900,Petrol,Manual,1st Owner,2015,1197,5,Hyundai,Grand i10 Magna
92,2091000.0,20000,Diesel,Automatic,1st Owner,2022,2198,5,Mahindra,XUV700 AX5 Diesel AT
93,310000.0,160000,Diesel,Manual,1st Owner,2013,1396,5,Tata,Indigo VX BSIV
94,565000.0,16000,Petrol,Manual,1st Owner,2020,1199,5,Tata,Tiago XZ Plus
95,900000.0,17000,Petrol,Manual,1st Owner,2019,1199,5,Honda,WR-V i-VTEC VX
96,4200000.0,111000,Petrol,Automatic,1st Owner,2018,2499,5,Lexus,NX 300h
97,2850000.0,38000,Diesel,Automatic,2nd Owner,2015,2143,5,Mercedes-Benz,M-Class ML 250 CDI
98,550000.0,32000,Diesel,Manual,1st Owner,2015,1498,5,Honda,Jazz 1.5 SV i DTEC
99,450000.0,67000,Petrol,Manual,1st Owner,2015,1198,5,Volkswagen,Polo 1.2 MPI Comfortline
100,675000.0,50000,Petrol,Automatic,1st Owner,2016,1496,5,Ford,Ecosport 1.5 Petrol Titanium AT
101,180000.0,110000,Diesel,Manual,2nd Owner,2010,1248,5,Maruti,Swift VDI BSIV
102,775000.0,51000,Petrol,Automatic,1st Owner,2017,1591,5,Hyundai,Verna VTVT 1.6 AT EX
103,550000.0,83000,Diesel,Manual,1st Owner,2017,1186,5,Hyundai,Grand i10 1.2 CRDi Sportz
104,2400000.0,38000,Diesel,Automatic,1st Owner,2016,1968,5,Audi,Q3 35 TDI Quattro Premium
105,1325000.0,58000,Diesel,Automatic,1st Owner,2018,1582,5,Hyundai,Creta 1.6 SX Automatic Diesel
106,1100000.0,36000,Petrol,Manual,1st Owner,2018,1591,5,Hyundai,Creta 1.6 SX
107,1050000.0,23500,Petrol,Automatic,1st Owner,2020,999,5,Volkswagen,Vento 1.0 TSI Highline AT
108,650000.0,60000,Petrol,Manual,1st Owner,2017,1197,5,Hyundai,i20 1.2 Magna Executive
109,2500000.0,18000,Petrol,Automatic,1st Owner,2018,1798,5,Skoda,Superb LK 1.8 TSI AT
110,600000.0,36500,Petrol,Manual,1st Owner,2017,1199,5,Honda,Amaze V Petrol BSIV
111,3100000.0,25000,Petrol,Automatic,1st Owner,2021,1984,5,Skoda,Superb Sportline
112,1575000.0,20500,Petrol,Automatic,1st Owner,2020,1497,5,Kia,Seltos HTX IVT
113,450000.0,30000,Petrol,Manual,1st Owner,2015,1198,5,Honda,Amaze S i-Vtech
114,590000.0,59000,Petrol,Manual,1st Owner,2017,1197,5,Hyundai,i20 Magna 1.2
115,1450000.0,80000,Diesel,Automatic,1st Owner,2014,1995,5,BMW,X1 sDrive 20d xLine
116,380000.0,50000,Diesel,Manual,2nd Owner,2017,1186,5,Hyundai,Xcent 1.2 CRDi E Plus
117,2100000.0,32000,Diesel,Automatic,1st Owner,2021,1956,5,Tata,Harrier XZAS Plus Kaziranga Edition AT
118,261000.0,120000,Petrol,Manual,2nd Owner,2012,1086,5,Hyundai,i10 Era 1.1 iTech SE
119,11000000.0,33000,Petrol,Automatic,1st Owner,2021,1997,7,Land,Rover Discovery 2.0 R-Dynamic HSE
120,4200000.0,6900,Petrol,Automatic,1st Owner,2019,1998,4,Mini,3 DOOR Cooper S
121,2250000.0,4500,Diesel,Automatic,1st Owner,2022,1956,5,Tata,Harrier XZA Plus Kaziranga Edition AT
122,4200000.0,51000,Diesel,Automatic,1st Owner,2018,1969,5,Volvo,S90 D4 Inscription BSIV
123,1975000.0,12000,Diesel,Automatic,1st Owner,2022,1493,5,Kia,Seltos GTX Plus AT D
124,950000.0,37000,Diesel,Manual,1st Owner,2018,1248,5,Maruti,Vitara Brezza ZDi Plus
125,1451000.0,35000,Diesel,Manual,1st Owner,2021,1493,5,Hyundai,Verna SX Opt Diesel
126,300000.0,80000,Petrol,Manual,2nd Owner,2016,998,5,Maruti,Wagon R VXI Optional
127,460000.0,60000,Petrol,Manual,1st Owner,2016,1197,5,Hyundai,Grand i10 Magna
128,915000.0,10000,Petrol,Automatic,1st Owner,2022,1199,5,Honda,Amaze VX CVT
129,550000.0,59385,Petrol,Automatic,1st Owner,2019,1197,5,Maruti,Ignis Zeta AMT
130,1700000.0,51000,Diesel,Automatic,2nd Owner,2012,2993,5,Jaguar,XF 3.0 Litre S Premium Luxury
131,990000.0,74000,Diesel,Automatic,1st Owner,2017,1997,7,Mahindra,XUV500 AT W6 1.99 mHawk
132,851000.0,29000,Petrol,Automatic,1st Owner,2020,1198,5,Tata,Nexon 1.2 Revotron XMA
133,2750000.0,12200,Diesel,Automatic,1st Owner,2021,1956,5,Jeep,Compass Model S 4X4 Diesel AT
134,550000.0,40000,Petrol,Automatic,3rd Owner,2019,1197,5,Hyundai,Grand i10 1.2 Kappa Sportz Option AT
135,951000.0,58000,Diesel,Manual,1st Owner,2018,1582,5,Hyundai,Verna CRDi 1.6 SX
136,1990000.0,75000,Diesel,Automatic,2nd Owner,2019,2755,7,Toyota,Innova Crysta 2.8 ZX AT BSIV
137,3550000.0,72000,Diesel,Automatic,1st Owner,2018,1999,7,Land,Rover Discovery Sport TD4 HSE 7S
138,550000.0,23400,Petrol,Manual,1st Owner,2017,1196,5,Ford,Aspire 1.2 Ti-VCT Titanium
139,390000.0,59300,Petrol,Manual,1st Owner,2017,1196,5,Ford,Aspire 1.2 Ti-VCT Ambiente
140,890000.0,72000,Diesel,Manual,1st Owner,2016,1396,5,Hyundai,Creta 1.4 CRDi S
141,451000.0,67000,Diesel,Manual,1st Owner,2017,1248,5,Maruti,Swift Dzire LDI
142,725000.0,33500,Petrol,Automatic,1st Owner,2018,1199,5,Honda,Amaze S CVT i-VTEC
143,1275000.0,17000,Petrol,Manual,2nd Owner,2021,1497,5,Hyundai,Creta SX Executive
144,690000.0,33000,Diesel,Automatic,1st Owner,2016,1498,5,Volkswagen,Ameo 1.5 TDI Highline AT
145,675000.0,49000,Petrol,Automatic,1st Owner,2015,1197,5,Volkswagen,Polo GT TSI
146,565000.0,26000,Petrol,Automatic,1st Owner,2015,1197,5,Hyundai,Grand i10 AT Asta
147,1000000.0,14500,Petrol,Manual,1st Owner,2020,998,5,Hyundai,Venue SX Opt iMT
148,1975000.0,10000,Diesel,Automatic,1st Owner,2022,1493,5,Kia,Seltos GTX Plus AT D
149,1700000.0,15001,Petrol,Automatic,1st Owner,2020,1451,6,MG,Hector Plus Sharp DCT
150,975000.0,55000,Petrol,Automatic,2nd Owner,2015,1798,5,Skoda,Octavia Elegance 1.8 TSI AT
151,650000.0,38000,Petrol,Manual,1st Owner,2013,1798,5,Toyota,Corolla Altis G
152,400000.0,110000,Diesel,Manual,2nd Owner,2005,2953,7,Ford,Endeavour 4x4 XLT
153,475000.0,65413,Petrol,Automatic,1st Owner,2013,1198,5,Honda,Amaze S AT i-Vtech
154,280000.0,45000,Petrol,Manual,2nd Owner,2009,1198,5,Honda,Jazz Mode
155,430000.0,44000,Petrol,Manual,1st Owner,2017,1196,5,Ford,Figo 1.2P Trend MT
156,490000.0,40000,Petrol,Manual,1st Owner,2017,1197,5,Hyundai,Grand i10 1.2 Kappa Magna BSIV
157,651000.0,49000,Petrol,Automatic,1st Owner,2016,1496,5,Ford,Ecosport 1.5 Petrol Titanium AT
158,1751000.0,19000,Diesel,Automatic,1st Owner,2022,2184,4,Mahindra,Thar LX 4-Str Hard Top Diesel AT
159,391000.0,56000,Diesel,Manual,2nd Owner,2013,1396,5,Hyundai,i20 Magna Optional 1.4 CRDi
160,375000.0,65000,Petrol,Manual,2nd Owner,2010,1497,5,Honda,City 1.5 V MT
161,490000.0,27680,Petrol,Manual,1st Owner,2013,1496,5,Toyota,Etios G
162,1825000.0,27305,Diesel,Automatic,1st Owner,2021,1493,5,Kia,Seltos GTX Plus AT D
163,3300000.0,10793,Diesel,Automatic,1st Owner,2019,1995,5,BMW,3 Series 320d
164,5600000.0,12000,Diesel,Automatic,1st Owner,2020,1995,5,BMW,X3 xDrive 20d Luxury Line
165,1499000.0,44000,Petrol,Automatic,1st Owner,2019,1451,5,MG,Hector Sharp DCT
166,1199000.0,63000,Petrol,Manual,1st Owner,2020,1497,5,Kia,Seltos HTK G
167,650000.0,87000,Diesel,Manual,1st Owner,2019,1396,5,Hyundai,i20 Sportz Plus Diesel
168,190000.0,61000,Petrol,Manual,1st Owner,2010,796,5,Maruti,Alto LXi
169,625000.0,72000,Diesel,Manual,1st Owner,2016,1396,5,Hyundai,i20 Sportz Option 1.4 CRDi
170,1651000.0,70000,Diesel,Automatic,1st Owner,2015,1968,5,Audi,A4 2.0 TDI Multitronic
171,225000.0,58000,Diesel,Manual,2nd Owner,2012,1461,5,Nissan,Micra Diesel XV
172,130000.0,90000,Petrol,Manual,3rd Owner,2009,1198,5,Honda,Jazz Active
173,1250000.0,19000,Petrol,Manual,1st Owner,2022,1497,5,Honda,City VX MT
174,925000.0,72159,Petrol,Automatic,1st Owner,2014,1798,5,Toyota,Corolla Altis G AT
175,590000.0,78000,Diesel,Manual,1st Owner,2015,1498,5,Ford,Ecosport 1.5 DV5 MT Titanium
176,690000.0,58000,Diesel,Manual,1st Owner,2018,1498,5,Ford,Ecosport 1.5 Diesel Titanium BSIV
177,890000.0,72000,Diesel,Manual,1st Owner,2018,1498,5,Ford,Ecosport 1.5 Diesel Titanium Plus BSIV
178,4250000.0,56000,Diesel,Automatic,1st Owner,2018,1999,5,Land,Rover Range Rover Evoque 2.0 TD4 SE
179,290000.0,73000,Diesel,Manual,1st Owner,2012,1461,5,Nissan,Micra Diesel XV
180,890000.0,28840,Petrol,Manual,1st Owner,2016,1591,5,Hyundai,Creta 1.6 VTVT S
181,690000.0,51500,Petrol,Automatic,1st Owner,2019,1197,5,Maruti,Swift Dzire AMT ZXI
182,480000.0,41370,Petrol,Automatic,1st Owner,2020,998,5,Maruti,S-Presso VXI Plus AT 2019-2022
183,875000.0,41266,Petrol,Manual,1st Owner,2016,1591,5,Hyundai,Creta 1.6 VTVT S
184,990000.0,31740,Petrol,Automatic,1st Owner,2018,1591,5,Hyundai,Verna VTVT 1.6 AT SX Option
185,615000.0,77876,Petrol,Manual,1st Owner,2015,1373,5,Maruti,Ciaz VXi Plus
186,2050000.0,9500,Petrol,Manual,1st Owner,2022,1498,5,Skoda,Kushaq 1.5 TSI Style
187,625000.0,28387,Petrol,Automatic,1st Owner,2019,1197,5,Hyundai,Grand i10 1.2 Kappa Sportz Option AT
188,2700000.0,120000,Diesel,Automatic,2nd Owner,2015,2987,5,Mercedes-Benz,M-Class ML 350 CDI
189,450000.0,20000,Petrol,Manual,2nd Owner,2017,1197,5,Hyundai,Grand i10 Magna
190,4250000.0,30686,Diesel,Automatic,1st Owner,2020,1950,5,Mercedes-Benz,C-Class Progressive C 220d
191,100000.0,120000,Diesel,Manual,2nd Owner,2013,1396,5,Tata,Indica eV2 DL BSIII
192,600000.0,184000,Diesel,Manual,2nd Owner,2018,1493,7,Mahindra,Bolero Power Plus SLE
193,400000.0,40000,Petrol,Automatic,1st Owner,2009,1497,5,Honda,City 1.5 S AT
194,625000.0,55000,Diesel,Manual,1st Owner,2015,1248,5,Maruti,Ciaz Delta Diesel
195,575000.0,38000,Petrol,Manual,1st Owner,2019,1197,5,Hyundai,Grand i10 1.2 Kappa Sportz Option
196,2350000.0,40000,Petrol,Automatic,1st Owner,2017,1395,5,Audi,Q3 30 TFSI Premium FWD
197,135000.0,60000,Petrol,Manual,2nd Owner,2006,999,5,Hyundai,Santro GS zipDrive - Euro II
198,300000.0,110000,Diesel,Manual,3rd Owner,2009,2523,7,Mahindra,Bolero SLX
199,210000.0,143000,Diesel,Manual,2nd Owner,2011,1248,5,Maruti,Swift LDI
200,125000.0,110000,Diesel,Manual,3rd Owner,2012,1248,5,Tata,Indica Aqua 1.3 Quadrajet BSIV
201,475000.0,58000,Diesel,Manual,1st Owner,2017,1198,6,Mahindra,KUV 100 mFALCON D75 K4 Plus
202,550000.0,65000,Petrol,Manual,2nd Owner,2014,1497,5,Honda,City i VTEC SV
203,1700000.0,50000,Diesel,Manual,1st Owner,2021,1956,5,Tata,Harrier XZ Plus
204,349000.0,55000,Petrol,Manual,1st Owner,2015,1193,5,Tata,Zest Revotron 1.2 XT
205,7000000.0,19500,Diesel,Automatic,1st Owner,2021,1999,7,Land,Rover Discovery Sport R-Dynamic SE Diesel
206,925000.0,78000,Diesel,Automatic,2nd Owner,2016,2179,7,Mahindra,XUV500 AT W10 FWD
207,390000.0,58000,Petrol,Manual,1st Owner,2010,1497,5,Honda,City V MT
208,1025000.0,91000,Diesel,Manual,1st Owner,2017,2179,7,Mahindra,XUV500 W10 2WD
209,1125000.0,30000,Diesel,Automatic,1st Owner,2016,1997,7,Mahindra,XUV500 AT W10 1.99 mHawk
210,725000.0,44153,Petrol,Manual,1st Owner,2018,1197,5,Maruti,Baleno 1.2 Zeta
211,3450000.0,21000,Diesel,Automatic,1st Owner,2018,2143,5,Mercedes-Benz,C-Class C 250d Avantgarde Edition C
212,1400000.0,19000,Petrol,Manual,1st Owner,2020,1497,5,Kia,Seltos HTX G
213,1950000.0,27300,Diesel,Automatic,1st Owner,2021,1493,6,Hyundai,Alcazar Signature Diesel AT
214,3400000.0,31001,Petrol,Automatic,1st Owner,2021,1984,5,Skoda,Superb Laurin & klement
215,310000.0,50000,Petrol,Manual,1st Owner,2017,999,5,Renault,KWID 1.0 RXT
216,130000.0,77000,Petrol,Manual,2nd Owner,2005,998,5,Maruti,Wagon R LXI BSII
217,650000.0,53000,Petrol,Automatic,1st Owner,2018,1197,5,Maruti,Swift Dzire AMT VXI
218,275000.0,20000,Petrol,Manual,1st Owner,2017,799,5,Datsun,RediGO S
219,350000.0,72000,Petrol,Manual,1st Owner,2013,1198,5,Honda,Brio S Option MT
220,890000.0,26000,Petrol,Manual,1st Owner,2016,1591,5,Hyundai,Creta 1.6 VTVT S
221,425000.0,66000,Diesel,Manual,1st Owner,2015,1498,5,Honda,Amaze S i-Dtech
222,2200000.0,69619,Diesel,Automatic,1st Owner,2014,2179,5,Jaguar,XF 2.2 Litre Luxury
223,430000.0,30000,Petrol,Automatic,1st Owner,2018,998,5,Maruti,Alto K10 VXI AMT
224,211000.0,61000,Petrol,Manual,1st Owner,2009,1061,5,Maruti,Wagon R LXI Minor
225,975000.0,31000,Diesel,Automatic,1st Owner,2018,1461,5,Renault,Duster 110PS Diesel RxZ AMT
226,625000.0,66000,Petrol,Automatic,1st Owner,2015,1197,5,Volkswagen,Polo GT TSI
227,7200000.0,7700,Petrol,Automatic,1st Owner,2021,1997,7,Land,Rover Discovery Sport R-Dynamic SE
228,1750000.0,9000,Petrol,Automatic,1st Owner,2022,1999,5,Mahindra,XUV700 AX3 AT
229,340000.0,60000,Petrol,Manual,2nd Owner,2017,1199,5,Tata,Tigor 1.2 Revotron XT
230,110000.0,110000,Petrol,Manual,3rd Owner,2009,1198,5,Skoda,Fabia 1.2 MPI Active
231,1675000.0,51001,Diesel,Automatic,1st Owner,2020,1493,5,Kia,Seltos HTX Plus AT D
232,2100000.0,56207,Diesel,Automatic,1st Owner,2020,1956,5,Jeep,Compass 2.0 Limited Plus AT
233,2690000.0,58000,Diesel,Automatic,1st Owner,2019,2143,5,Mercedes-Benz,GLA Class 200 d Sport
234,650000.0,73290,Diesel,Manual,1st Owner,2018,1396,5,Hyundai,i20 Diesel Sportz
235,790000.0,44283,Diesel,Manual,1st Owner,2017,1582,5,Hyundai,Verna 1.6 CRDi S
236,425000.0,48000,Petrol,Automatic,1st Owner,2016,998,5,Maruti,Celerio VXI AT
237,340000.0,107500,Petrol,Manual,3rd Owner,2010,1497,5,Honda,City 1.5 S MT
238,,80000,Petrol,Manual,3rd Owner,2007,1298,5,Maruti,Swift 1.3 LXI
239,200000.0,90000,Petrol,Manual,2nd Owner,2009,1586,5,Maruti,SX4 Celebration Petrol
240,775000.0,10000,Petrol,Manual,1st Owner,2021,1462,5,Maruti,Vitara Brezza LXI
241,215000.0,120000,Petrol,Manual,1st Owner,2011,998,5,Maruti,Wagon R LXI BS IV
242,237000.0,120000,Petrol,Manual,1st Owner,2011,998,5,Maruti,Wagon R LXI BS IV
243,,90000,Petrol,Manual,3rd Owner,2002,993,5,Maruti,Zen LX
244,425000.0,46000,Petrol,Manual,1st Owner,2018,1198,6,Mahindra,KUV 100 NXT G80 K2
245,575000.0,28000,Diesel,Manual,1st Owner,2017,1461,5,Nissan,Sunny XL D
246,825000.0,24000,Petrol,Manual,1st Owner,2020,1199,5,Honda,WR-V SV
247,690000.0,23000,Petrol,Manual,1st Owner,2018,1199,5,Honda,WR-V i-VTEC S
248,775000.0,24300,Petrol,Manual,1st Owner,2018,1199,5,Honda,WR-V i-VTEC VX
249,790000.0,51000,Petrol,Manual,1st Owner,2019,1199,5,Honda,WR-V i-VTEC VX
250,1490000.0,6000,Petrol,Automatic,1st Owner,2020,1353,5,Kia,Seltos GTX Plus DCT
251,1725000.0,12600,Petrol,Automatic,1st Owner,2021,1353,5,Kia,Seltos GTX Plus DCT
252,3700000.0,3500,Diesel,Automatic,1st Owner,2022,1956,7,Jeep,Meridian Limited Opt AT 4x4
253,230000.0,120000,Petrol,Manual,1st Owner,2011,1086,5,Hyundai,i10 Era
254,750000.0,5000,Cng,Manual,1st Owner,2022,1197,5,Hyundai,Grand i10 Nios Sportz CNG
255,135000.0,120000,Petrol,Manual,4th Owner,2010,1086,5,Hyundai,Santro Xing GLS
256,695000.0,40000,Petrol,Automatic,1st Owner,2018,1199,5,Honda,Jazz V CVT
257,785000.0,96000,Petrol,Manual,1st Owner,2018,1497,5,Honda,City i-VTEC V
258,325000.0,67000,Petrol,Manual,2nd Owner,2010,1497,5,Honda,City 1.5 S MT
259,790000.0,72000,Petrol,Manual,1st Owner,2018,1497,5,Honda,City i-VTEC V
260,321000.0,89000,Petrol,Manual,1st Owner,2013,1197,5,Hyundai,i10 Magna
261,330000.0,64000,Diesel,Manual,1st Owner,2011,1199,5,Volkswagen,Polo Diesel Trendline 1.2L
262,200000.0,120000,Diesel,Manual,3rd Owner,2010,1248,5,Maruti,Swift Vdi BSIII
263,540000.0,42000,Petrol,Manual,1st Owner,2017,1199,5,Honda,Jazz 1.2 SV i VTEC
264,270000.0,55000,Petrol,Manual,1st Owner,2017,799,5,Datsun,RediGO T
265,495000.0,30000,Petrol,Manual,1st Owner,2019,1086,5,Hyundai,Santro Era Executive BSIV
